loss,val_loss,learning rate
0.3719617426395416,0.4626923203468323,1e-04
0.34105977416038513,0.48999345302581787,1e-04
0.37130770087242126,0.4813459813594818,1e-04
0.35920727252960205,0.4579836428165436,1e-04
0.35710689425468445,0.44533905386924744,1e-04
0.36437568068504333,0.44583427906036377,1e-04
0.3364047110080719,0.4388929307460785,5e-05
0.36313995718955994,0.4385455250740051,5e-05
0.4033330976963043,0.4475242793560028,5e-05
0.3536909520626068,0.446588397026062,5e-05
0.3850235342979431,0.4398750066757202,5e-05
0.32886573672294617,0.42543479800224304,5e-05
0.3354869484901428,0.42071953415870667,5e-05
0.3750772178173065,0.4177497923374176,5e-05
0.3523440361022949,0.4334471821784973,5e-05
0.35726723074913025,0.42868638038635254,5e-05
0.34951022267341614,0.4341794550418854,5e-05
0.3370700478553772,0.4347612261772156,5e-05
0.35957401990890503,0.43212759494781494,5e-05
0.3274097442626953,0.42723292112350464,5e-05
0.34969156980514526,0.4232481122016907,5e-05
0.3474442660808563,0.4200873374938965,5e-05
0.3322743773460388,0.415580153465271,5e-05
0.3611374497413635,0.41893723607063293,5e-05
0.3363238275051117,0.424033522605896,5e-05
0.3568303883075714,0.43846508860588074,5e-05
0.34165048599243164,0.44167205691337585,5e-05
0.34786179661750793,0.4413984715938568,5e-05
0.338945597410202,0.4330522119998932,5e-05
0.35219013690948486,0.41996443271636963,5e-05
0.3621445894241333,0.4238917827606201,5e-05
0.33917394280433655,0.4233750104904175,5e-05
0.36005693674087524,0.4153377413749695,5e-05
0.36538150906562805,0.40513163805007935,5e-05
0.3346361517906189,0.41220754384994507,5e-05
0.3441697955131531,0.4110819697380066,5e-05
0.3475705683231354,0.4196389317512512,5e-05
0.3426888585090637,0.42905181646347046,5e-05
0.34800946712493896,0.4454418420791626,5e-05
0.34732311964035034,0.4387383460998535,5e-05
0.32910406589508057,0.4338858127593994,5e-05
0.35210534930229187,0.42610713839530945,5e-05
0.36808520555496216,0.40400511026382446,5e-05
0.345988929271698,0.40298014879226685,5e-05
0.3462834656238556,0.40166234970092773,5e-05
0.35414832830429077,0.41800928115844727,5e-05
0.3364367187023163,0.40979817509651184,2.5e-05
0.36111021041870117,0.41018936038017273,2.5e-05
0.328218936920166,0.4057421088218689,2.5e-05
0.3388424515724182,0.40422531962394714,2.5e-05
0.3546556830406189,0.39699143171310425,2.5e-05
0.3554786443710327,0.39386194944381714,2.5e-05
0.360602468252182,0.39664873480796814,2.5e-05
0.36733075976371765,0.3978874087333679,2.5e-05
0.35145649313926697,0.4008761942386627,2.5e-05
0.34152281284332275,0.39908427000045776,2.5e-05
0.3446081578731537,0.39734071493148804,2.5e-05
0.3587764501571655,0.39923447370529175,2.5e-05
0.3388393521308899,0.3977033495903015,2.5e-05
0.3419041335582733,0.39854300022125244,2.5e-05
0.3368174433708191,0.4017074704170227,2.5e-05
0.3513481318950653,0.40207982063293457,2.5e-05
0.3362562656402588,0.4143339991569519,2.5e-05
0.32670754194259644,0.4168083965778351,2.5e-05
0.3548034727573395,0.41200846433639526,2.5e-05
0.3691663146018982,0.4105572998523712,2.5e-05
0.339702844619751,0.41559189558029175,2.5e-05
0.35623008012771606,0.41748517751693726,2.5e-05
0.3513721823692322,0.4162568151950836,2.5e-05
0.3373132348060608,0.41711747646331787,2.5e-05
0.36068445444107056,0.4160688817501068,2.5e-05
0.3635842800140381,0.40938445925712585,2.5e-05
0.3268609046936035,0.39720645546913147,2.5e-05
0.34200650453567505,0.3974634110927582,2.5e-05
0.3343244194984436,0.39356866478919983,2.5e-05
0.33649036288261414,0.3951736390590668,2.5e-05
0.3472049832344055,0.39465567469596863,2.5e-05
0.34253716468811035,0.401861310005188,2.5e-05
0.3370681405067444,0.4040605425834656,2.5e-05
0.33655256032943726,0.4035326838493347,2.5e-05
0.38427823781967163,0.40467962622642517,2.5e-05
0.341575562953949,0.40911543369293213,2.5e-05
0.32616716623306274,0.40556198358535767,2.5e-05
0.32432296872138977,0.40100279450416565,2.5e-05
0.3391205668449402,0.4049949645996094,2.5e-05
0.35150963068008423,0.4150814414024353,2.5e-05
0.35737869143486023,0.42224884033203125,1.25e-05
0.3456886410713196,0.430201917886734,1.25e-05
0.3600320816040039,0.4289785921573639,1.25e-05
0.3564455211162567,0.4252650737762451,1.25e-05
0.3246223032474518,0.42698732018470764,1.25e-05
0.34226951003074646,0.43357962369918823,1.25e-05
0.349622905254364,0.4392479360103607,1.25e-05
0.32273921370506287,0.4374716281890869,1.25e-05
0.3487258851528168,0.4392218589782715,1.25e-05
0.32720309495925903,0.438393771648407,1.25e-05
0.34616708755493164,0.43588584661483765,1.25e-05
0.33472269773483276,0.43612030148506165,1.25e-05
0.34506574273109436,0.43847721815109253,1.25e-05
0.3403906226158142,0.43706464767456055,1.25e-05
0.3426397442817688,0.4365755319595337,1.25e-05
0.34199097752571106,0.4390835165977478,1.25e-05
0.34028035402297974,0.4452718496322632,1.25e-05
0.34105184674263,0.4509883522987366,1.25e-05
